O*NET-SOC Code,Title,Reading Comprehension,Active Listening,Writing,Speaking,Mathematics,Science,Critical Thinking,Active Learning,Learning Strategies,Monitoring,Social Perceptiveness,Coordination,Persuasion,Negotiation,Instructing,Service Orientation,Complex Problem Solving,Operations Analysis,Technology Design,Equipment Selection,Installation,Programming,Operations Monitoring,Operation and Control,Equipment Maintenance,Troubleshooting,Repairing,Quality Control Analysis,Judgment and Decision Making,Systems Analysis,Systems Evaluation,Time Management,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Auto label value
13-2041.00,Credit Analysts,4.0,4.0,3.88,4.0,4.12,0.38,4.0,3.62,2.5,3.0,2.88,2.5,2.5,2.75,2.38,3.0,3.0,2.38,0.0,0.0,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.75,3.75,3.0,3.12,3.0,1.88,0.88,1.88,1.0
13-2052.00,Personal Financial Advisors,4.0,4.0,4.0,4.0,3.88,1.25,4.12,3.25,3.0,3.62,3.5,2.88,3.62,3.0,3.0,3.88,3.88,2.5,0.75,0.0,0.0,1.0,1.12,0.0,0.0,0.0,0.0,1.0,3.88,3.5,3.38,3.12,3.12,1.25,2.25,
13-2053.00,Insurance Underwriters,3.75,4.0,3.75,3.62,2.88,0.38,3.88,3.38,3.0,3.0,3.0,2.88,2.75,2.88,2.62,3.0,3.12,1.75,0.62,0.0,0.0,0.75,0.88,0.0,0.0,0.0,0.0,0.12,3.5,3.0,3.0,2.88,1.12,1.0,2.25,1.0
13-2061.00,Financial Examiners,4.25,4.12,4.0,4.12,3.88,0.25,4.5,4.12,3.88,4.25,3.62,3.62,3.12,3.0,3.75,3.0,4.0,3.0,0.38,0.0,0.0,1.0,1.25,0.25,0.0,0.0,0.0,1.88,4.12,3.88,4.0,3.75,0.75,0.62,3.75,
13-2071.00,Credit Counselors,3.88,4.0,3.75,4.0,3.0,0.0,3.88,3.5,3.12,3.0,3.62,3.12,3.5,3.25,3.0,3.5,3.25,1.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,3.25,3.0,2.75,3.12,0.75,0.25,2.62,
13-2072.00,Loan Officers,4.0,4.0,3.88,4.0,3.12,0.0,4.0,3.12,2.62,3.0,3.0,3.0,3.0,3.0,2.75,3.5,3.12,1.38,0.88,0.0,0.0,0.88,0.88,0.38,0.0,0.0,0.0,0.62,3.88,2.38,2.25,3.25,1.25,1.12,2.88,1.0
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",4.12,4.0,3.25,3.75,3.25,0.0,3.62,3.62,3.0,2.88,3.0,3.0,3.12,3.0,2.75,3.0,3.0,1.5,0.5,0.0,0.0,0.88,0.75,0.12,0.0,0.0,0.0,1.12,3.38,2.38,2.5,2.75,1.38,0.75,1.88,1.0
13-2082.00,Tax Preparers,4.0,4.0,3.0,3.5,3.25,0.0,3.62,3.12,3.0,3.0,2.88,2.88,2.5,2.62,3.0,3.12,3.0,0.88,0.5,0.0,0.0,0.62,0.38,0.0,0.0,0.0,0.0,1.12,3.0,2.75,2.25,3.0,0.88,0.5,1.75,
13-2099.01,Financial Quantitative Analysts,4.5,4.0,3.88,3.75,4.88,1.5,4.62,4.0,3.25,3.12,3.0,3.38,3.5,2.88,3.38,2.62,4.12,1.5,1.25,0.12,0.0,2.5,1.12,0.25,0.0,0.12,0.0,1.5,4.12,3.75,3.75,3.12,2.88,1.5,2.5,
13-2099.04,"Fraud Examiners, Investigators and Analysts",4.25,4.12,4.12,4.0,3.0,0.25,4.12,3.5,3.0,3.12,3.38,3.75,3.38,3.25,3.12,3.0,3.5,0.38,0.38,0.0,0.0,1.0,2.0,1.12,0.0,0.0,0.0,0.38,3.88,3.25,3.12,3.25,1.88,1.88,3.12,
15-1211.00,Computer Systems Analysts,4.38,4.0,4.0,4.0,3.5,2.12,4.25,4.12,3.12,4.0,3.0,3.38,2.88,2.62,3.88,3.0,3.88,3.62,3.38,2.62,1.12,3.62,3.12,2.0,0.5,3.75,0.62,3.62,4.0,4.0,4.0,3.5,2.0,1.5,3.0,
15-1211.01,Health Informatics Specialists,4.88,4.25,4.0,4.12,2.88,1.88,4.25,4.75,3.88,4.0,3.5,3.75,3.62,3.25,3.88,3.62,4.0,2.88,2.75,2.25,0.38,3.12,2.75,0.75,0.0,2.25,0.0,2.88,4.0,4.0,4.12,3.38,2.12,2.25,3.12,
15-1212.00,Information Security Analysts,4.12,3.88,3.75,3.75,2.38,1.62,4.12,3.88,3.12,3.88,2.75,3.0,2.88,2.75,3.12,2.75,3.62,2.5,2.12,1.0,0.5,2.25,3.12,0.88,0.88,1.88,0.75,3.12,3.62,3.38,3.38,3.12,1.12,1.0,2.88,
15-1221.00,Computer and Information Research Scientists,4.5,4.12,4.12,4.12,4.38,3.38,4.25,4.88,3.5,4.0,3.12,3.75,3.5,2.62,3.38,2.88,4.38,3.88,4.12,1.75,0.0,4.5,2.75,1.75,0.25,3.0,0.25,2.62,4.62,4.38,4.88,3.88,2.88,2.62,3.62,
15-1231.00,Computer Network Support Specialists,3.88,3.62,3.5,3.5,2.62,1.5,3.75,3.38,3.25,3.62,2.88,2.75,2.62,2.0,3.25,2.88,3.25,1.88,1.88,2.75,3.12,1.75,3.12,2.12,2.75,3.12,3.0,3.12,3.38,3.38,3.25,2.62,0.75,1.62,2.25,
15-1232.00,Computer User Support Specialists,4.0,4.0,3.12,4.0,2.12,1.5,4.0,3.25,3.12,3.12,2.75,2.88,2.5,2.5,3.5,3.25,3.25,2.75,1.25,2.0,2.0,2.12,2.88,2.88,2.25,3.0,2.38,3.0,3.12,3.0,3.0,3.0,0.88,1.12,2.75,
15-1241.00,Computer Network Architects,4.25,3.75,3.75,4.0,3.88,1.62,4.25,3.62,3.25,3.5,3.0,3.5,3.38,3.0,3.5,3.25,4.12,2.88,3.25,2.88,1.88,3.38,3.12,2.25,2.38,3.5,1.5,3.62,4.12,3.88,3.88,3.12,2.5,2.25,2.88,
15-1241.01,Telecommunications Engineering Specialists,3.88,3.88,3.75,3.62,3.0,1.38,3.75,3.75,2.88,3.12,3.12,3.38,3.12,2.75,3.0,3.0,3.38,2.25,2.75,2.25,1.75,2.0,3.0,2.12,2.62,3.0,2.25,3.0,3.12,3.25,3.25,3.0,2.12,2.38,2.88,
15-1242.00,Database Administrators,4.38,3.88,3.88,3.88,3.5,1.5,4.12,3.88,3.38,4.12,3.0,3.5,2.75,2.38,3.75,3.0,4.0,3.38,2.25,1.88,1.0,3.88,3.12,1.5,0.0,3.12,0.25,2.88,4.0,3.88,4.0,3.25,2.0,1.75,3.25,
15-1243.00,Database Architects,4.38,3.62,4.0,3.75,3.38,1.75,4.25,3.62,3.12,3.62,3.12,3.25,3.25,2.88,3.5,3.0,4.0,3.12,3.12,1.38,1.12,4.12,2.38,1.62,0.38,2.75,0.62,2.0,3.75,3.5,3.75,3.0,1.0,1.38,2.62,
15-1243.01,Data Warehousing Specialists,4.0,3.62,3.38,3.62,3.25,1.25,3.88,3.25,2.75,3.12,3.0,3.38,3.12,2.62,3.38,2.62,3.5,3.38,2.75,0.88,0.0,3.75,2.25,1.62,0.25,1.0,0.25,2.25,3.62,3.5,3.5,2.75,1.38,1.62,2.0,
15-1244.00,Network and Computer Systems Administrators,4.0,3.88,3.75,3.88,3.38,2.5,3.88,3.75,3.62,3.88,3.0,3.0,3.0,2.88,3.62,3.0,4.0,3.25,3.0,3.25,2.12,3.88,3.75,3.62,3.5,4.0,3.12,3.75,3.88,3.88,4.12,3.75,1.88,2.75,3.0,
15-1251.00,Computer Programmers,3.5,4.0,3.25,3.38,3.12,2.75,3.88,3.25,2.62,3.12,3.0,2.88,2.75,2.12,3.12,2.88,3.88,3.75,2.38,0.0,0.38,4.88,2.12,0.25,0.0,1.62,0.0,3.5,3.25,3.25,3.62,3.12,1.5,1.25,2.75,
15-1253.00,Software Quality Assurance Analysts and Testers,4.0,3.88,3.88,3.5,2.25,3.25,3.88,3.0,2.88,3.75,2.88,3.0,2.75,2.12,2.88,2.75,3.25,3.38,2.75,1.75,2.0,3.5,2.12,1.62,0.0,3.0,0.0,3.62,3.62,3.12,3.88,3.0,0.38,0.62,2.25,
15-1254.00,Web Developers,4.0,3.5,3.5,3.25,2.88,2.25,3.88,3.62,3.12,3.38,2.75,3.0,3.12,2.75,3.25,2.88,3.62,4.0,2.38,2.0,0.5,4.25,2.12,0.62,0.0,2.62,0.0,2.75,3.38,3.38,3.25,2.88,1.25,1.5,2.25,
15-1255.01,Video Game Designers,4.0,4.0,3.62,3.5,3.0,0.88,3.88,3.62,3.0,3.5,3.38,3.5,3.38,2.88,3.25,2.75,3.62,2.88,2.62,0.5,0.25,4.0,2.62,0.0,0.0,0.38,0.0,1.62,3.5,3.25,3.5,3.62,1.5,1.5,3.12,
15-1299.01,Web Administrators,4.12,3.88,3.38,3.5,2.12,2.38,4.12,3.75,3.0,3.5,3.0,3.25,2.62,2.75,3.62,2.88,3.88,3.5,2.25,1.38,1.0,2.88,2.25,1.12,0.12,3.0,0.12,3.38,3.38,3.38,3.38,3.12,1.75,1.38,2.12,
15-1299.02,Geographic Information Systems Technologists and Technicians,4.31,3.88,3.81,3.69,3.88,3.25,3.94,3.69,3.06,3.31,2.81,3.31,2.69,2.37,3.31,3.06,3.69,3.19,2.38,1.06,0.44,3.0,1.94,0.81,0.31,0.5,0.25,1.06,3.38,3.44,3.37,2.88,1.56,1.56,2.75,
15-1299.03,Document Management Specialists,3.88,3.88,3.88,3.25,2.25,0.5,3.75,3.25,3.0,3.12,3.12,3.0,2.88,2.88,3.0,3.0,3.62,2.25,1.75,0.0,0.0,1.88,1.88,0.0,0.0,0.0,0.0,1.0,3.38,3.38,3.25,3.38,1.62,1.88,2.88,
15-1299.08,Computer Systems Engineers/Architects,4.25,4.0,4.0,3.88,3.25,3.5,3.88,4.0,3.25,3.75,3.0,3.12,3.0,3.0,3.12,2.88,4.0,4.5,2.38,1.38,1.12,4.12,2.88,0.75,1.12,2.5,0.88,3.75,4.0,4.0,4.25,3.38,2.75,2.12,3.0,
15-1299.09,Information Technology Project Managers,4.0,4.0,4.0,4.0,3.12,1.5,4.25,3.88,3.25,4.5,3.88,4.12,3.62,3.75,3.25,3.12,4.0,2.5,1.88,0.0,0.0,1.62,1.75,0.12,0.0,0.62,0.0,1.88,3.75,3.75,3.75,3.88,3.62,3.62,4.0,
15-2011.00,Actuaries,4.62,4.12,4.0,4.0,4.88,2.0,4.75,4.12,3.5,3.62,2.88,3.0,3.62,3.12,3.5,3.12,4.62,3.38,1.0,0.0,0.0,2.75,1.25,0.0,0.0,0.0,0.0,1.75,4.75,4.5,4.5,3.5,3.38,2.25,2.88,
15-2021.00,Mathematicians,5.0,4.12,4.5,4.25,6.0,4.62,5.12,5.25,3.75,3.0,2.75,2.75,2.5,1.75,3.75,1.75,4.88,2.62,0.75,0.0,0.0,2.62,0.75,0.0,0.0,0.0,0.0,0.5,4.25,3.88,3.5,2.75,0.75,0.75,1.75,
15-2031.00,Operations Research Analysts,4.38,4.0,4.0,4.0,4.75,3.12,4.38,4.12,3.12,3.0,3.0,2.88,2.88,2.62,3.12,2.5,4.38,4.38,1.38,0.12,0.0,2.75,0.62,0.0,0.0,0.38,0.0,1.62,4.25,4.0,4.38,3.0,1.38,0.88,2.62,
15-2041.00,Statisticians,4.88,3.88,4.38,4.25,5.75,4.0,4.88,3.88,3.12,3.12,2.75,2.88,2.75,1.75,3.12,1.88,4.12,3.5,0.75,0.0,0.0,3.62,0.88,0.25,0.0,0.0,0.0,1.12,3.88,3.12,3.12,2.88,1.25,1.0,2.38,
15-2041.01,Biostatisticians,5.12,4.25,4.88,4.5,5.12,4.62,4.88,4.88,3.88,3.62,2.88,3.0,2.88,2.5,4.0,2.75,4.5,3.38,1.0,0.62,0.0,4.0,0.75,0.12,0.0,0.0,0.0,1.25,4.38,3.88,3.75,3.5,1.25,1.0,3.12,
15-2051.01,Business Intelligence Analysts,4.38,4.12,4.12,4.0,3.88,0.75,4.25,4.12,3.0,3.38,3.12,3.0,3.0,2.88,3.25,2.75,3.62,1.62,1.62,0.25,0.0,2.5,1.25,0.38,0.12,0.12,0.0,1.5,4.0,3.75,3.62,3.0,1.88,1.5,2.38,
15-2051.02,Clinical Data Managers,4.25,3.88,4.0,4.0,3.88,2.25,4.25,4.0,3.25,4.12,3.5,3.38,2.62,2.38,3.75,2.62,3.62,3.38,1.38,1.5,0.0,3.62,2.0,1.25,0.0,0.62,0.0,2.5,3.62,3.38,3.38,3.5,1.25,1.5,3.38,
15-2099.01,Bioinformatics Technicians,4.25,3.62,3.75,3.62,3.88,3.38,3.75,3.88,2.88,3.5,3.0,3.0,2.88,2.75,3.25,2.88,3.38,2.12,2.0,0.25,0.0,3.0,2.5,0.25,0.38,0.38,0.38,2.25,3.5,3.5,3.5,3.0,1.0,1.0,2.38,
17-1011.00,"Architects, Except Landscape and Naval",4.75,4.25,4.12,4.0,4.12,3.0,4.5,4.12,3.12,4.38,3.25,4.0,3.5,3.5,2.88,3.38,4.25,4.38,2.0,0.25,0.0,1.25,2.0,1.75,0.0,1.5,0.0,3.25,4.5,3.62,3.75,3.62,3.38,3.0,3.5,
17-1012.00,Landscape Architects,4.0,4.0,3.88,4.0,3.12,2.88,3.88,3.75,3.0,3.5,3.88,3.88,3.5,3.0,3.0,3.12,3.75,3.75,1.12,0.0,0.0,0.75,2.0,1.62,0.0,1.12,0.0,2.12,3.75,3.38,3.75,3.75,2.88,2.88,3.12,0.0
17-1021.00,Cartographers and Photogrammetrists,4.12,3.5,3.62,3.12,3.12,1.5,3.75,3.38,3.0,3.12,2.88,3.0,2.12,2.12,3.0,2.75,3.12,0.75,0.75,1.0,0.0,1.12,1.75,0.38,0.5,1.38,0.38,2.12,3.12,2.88,2.75,3.12,0.75,0.62,2.12,
17-1022.00,Surveyors,4.0,3.88,3.75,3.88,4.0,2.88,4.0,3.38,3.5,3.5,2.75,3.75,2.88,2.88,3.75,2.62,3.25,1.88,0.75,2.12,0.0,1.5,3.0,2.62,1.75,1.62,1.62,2.88,3.12,3.0,3.0,3.62,1.5,1.88,3.75,1.0
17-1022.01,Geodetic Surveyors,4.38,4.0,4.12,3.88,4.75,3.62,4.0,3.88,3.5,3.88,3.0,3.12,2.38,2.25,3.12,2.5,3.88,1.75,1.5,2.38,0.0,3.0,2.5,2.75,1.62,1.88,1.62,3.0,3.75,3.25,3.25,3.5,1.88,1.88,3.5,
17-2011.00,Aerospace Engineers,5.0,4.12,4.5,4.25,4.75,5.12,4.62,3.88,3.75,3.88,3.12,3.5,3.12,3.0,3.25,2.75,4.25,5.0,3.75,0.38,0.0,1.75,3.0,0.62,0.0,2.5,0.0,3.88,3.88,4.0,3.88,3.5,1.38,1.0,3.0,
17-2021.00,Agricultural Engineers,4.62,4.0,4.25,4.0,4.0,3.38,4.25,3.88,3.12,3.75,3.25,3.25,3.12,3.0,3.25,3.0,4.38,3.25,3.0,1.38,0.0,1.62,3.25,2.25,0.88,2.12,0.75,2.5,4.0,3.88,3.88,3.62,2.38,2.62,3.0,
17-2031.00,Bioengineers and Biomedical Engineers,5.12,4.38,4.25,4.38,4.62,4.62,4.75,4.75,4.12,4.12,3.5,3.5,3.5,3.0,4.0,3.12,4.62,4.38,4.0,2.75,2.88,3.5,3.38,2.0,2.88,3.38,2.62,3.75,4.75,3.88,4.0,3.62,2.25,2.88,3.25,
17-2041.00,Chemical Engineers,4.38,4.0,3.88,3.88,4.62,5.12,4.88,4.5,3.62,3.88,3.12,3.62,3.12,3.0,3.38,3.0,4.38,4.5,3.12,2.38,0.0,2.88,3.5,1.62,0.0,3.5,0.0,3.62,4.5,4.0,4.25,3.75,2.75,2.88,3.5,
17-2051.00,Civil Engineers,5.0,4.0,3.88,3.88,4.75,4.0,4.62,4.62,3.62,3.88,3.5,3.75,3.25,3.0,3.0,3.0,4.12,4.5,2.5,0.25,0.0,1.88,2.12,0.5,0.88,0.62,1.62,2.5,4.0,4.12,4.0,4.0,3.38,3.0,3.5,0.0
17-2051.01,Transportation Engineers,4.38,3.88,3.88,4.0,4.62,3.0,4.12,4.0,3.12,3.5,2.88,3.75,3.75,3.12,3.12,3.0,4.12,4.0,2.75,0.5,0.0,2.5,2.12,1.12,0.0,2.12,0.0,3.0,4.12,4.0,3.88,3.62,3.88,3.38,3.5,
17-2051.02,Water/Wastewater Engineers,4.38,4.0,4.0,4.0,4.5,4.12,4.12,4.0,3.75,4.0,3.0,3.62,3.12,3.0,3.62,2.88,4.75,3.88,3.25,1.0,0.0,2.5,3.0,2.0,0.0,2.25,0.0,3.38,4.12,4.12,4.12,3.88,2.75,2.75,3.62,
17-2061.00,Computer Hardware Engineers,4.5,3.88,4.12,4.0,3.38,3.25,4.12,4.12,3.12,3.25,2.75,3.12,2.75,2.12,3.5,2.75,4.12,4.0,2.75,2.75,1.12,2.75,3.0,0.75,2.12,3.12,2.12,3.0,3.88,3.5,4.0,3.0,1.25,1.5,2.62,
17-2071.00,Electrical Engineers,4.25,4.0,3.88,3.75,4.0,3.5,4.0,3.38,3.0,3.5,3.12,3.25,2.88,2.88,3.0,3.0,3.75,3.25,2.0,1.88,0.12,1.5,3.0,0.12,2.0,3.0,2.38,2.88,3.25,3.25,3.38,3.25,2.5,2.62,3.0,
17-2072.00,"Electronics Engineers, Except Computer",4.12,4.0,4.0,4.0,3.62,3.12,4.0,3.75,3.12,3.62,3.0,3.25,3.0,3.12,3.12,3.0,4.12,3.38,3.12,2.88,0.62,2.88,3.5,3.12,2.75,3.12,3.0,3.75,3.5,3.88,3.75,3.0,2.5,2.5,2.88,
17-2072.01,Radio Frequency Identification Device Specialists,4.0,3.62,3.62,3.62,3.38,1.88,3.88,3.5,3.25,3.75,3.12,3.38,3.38,2.75,3.5,2.88,3.62,3.0,3.12,2.62,2.25,2.62,2.88,2.25,2.25,3.0,2.25,3.0,3.38,3.5,3.5,2.88,1.62,1.88,2.75,
17-2081.00,Environmental Engineers,4.62,4.12,4.12,4.25,4.0,3.62,4.25,4.12,3.12,4.25,3.25,4.0,3.38,3.25,3.12,2.75,4.12,2.38,0.75,0.0,0.0,1.12,2.88,1.75,0.0,1.5,0.0,2.88,4.25,3.88,4.0,3.88,2.38,2.38,3.0,
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.56,4.19,4.12,4.12,3.31,3.88,4.19,3.88,3.44,3.88,3.19,3.25,3.12,2.88,3.44,2.87,3.81,3.62,1.94,0.69,1.0,1.5,3.06,1.94,0.0,2.62,0.0,3.5,3.88,3.5,3.62,2.94,0.88,1.44,2.63,
17-2111.02,Fire-Prevention and Protection Engineers,4.0,4.0,4.0,4.0,3.12,3.88,4.12,3.88,3.38,3.38,3.0,3.0,3.12,3.0,3.12,3.0,4.0,4.0,3.0,1.5,0.0,1.62,2.88,1.88,0.0,2.75,0.0,3.25,4.0,3.88,3.88,3.88,2.88,2.75,3.0,
17-2112.00,Industrial Engineers,4.5,4.12,4.12,4.12,3.88,1.75,4.12,3.88,3.0,4.25,3.0,3.12,2.62,2.38,3.0,2.75,4.12,2.5,1.88,0.38,0.0,1.12,2.75,2.25,0.0,1.75,0.0,2.38,4.0,3.75,3.88,3.0,2.0,2.62,2.88,
17-2112.01,Human Factors Engineers and Ergonomists,4.88,4.38,4.25,4.25,4.0,3.12,4.38,4.25,3.5,4.12,3.62,3.5,3.0,2.88,3.75,3.12,4.12,3.75,3.75,1.5,0.0,2.38,2.12,0.75,0.0,2.12,0.0,3.0,4.25,3.75,4.0,3.0,2.0,2.0,2.88,
17-2112.02,Validation Engineers,4.5,4.0,4.12,4.0,3.62,4.38,4.12,3.62,3.12,4.0,3.0,3.12,2.88,2.75,3.12,2.88,4.0,4.0,1.25,0.12,0.0,1.0,3.25,2.12,0.62,2.25,0.25,3.12,3.62,3.62,3.38,3.12,1.0,2.0,2.88,
17-2112.03,Manufacturing Engineers,4.75,4.12,4.38,4.12,4.5,3.75,4.0,4.5,3.88,4.62,3.5,3.62,3.62,3.12,3.75,2.88,4.25,3.88,4.0,3.62,3.0,2.5,3.88,3.25,3.12,3.62,3.0,3.88,4.62,4.62,4.5,3.88,3.62,3.5,3.88,
17-2121.00,Marine Engineers and Naval Architects,4.75,4.0,4.0,4.0,4.81,4.37,4.38,4.44,3.0,4.0,3.12,3.56,3.31,3.12,3.31,2.94,4.19,4.38,3.06,1.12,0.44,1.81,3.38,1.69,1.06,3.31,1.19,3.81,4.31,3.75,3.69,3.5,2.56,2.44,3.25,
17-2131.00,Materials Engineers,4.75,4.12,4.38,4.12,4.0,4.75,4.25,4.5,3.62,3.88,3.12,3.25,3.12,3.12,3.88,3.0,4.0,4.0,2.88,1.88,0.0,1.75,3.12,2.0,0.88,2.0,1.0,3.62,3.88,3.75,3.5,3.12,2.62,2.75,3.12,
17-2141.00,Mechanical Engineers,4.88,4.0,4.0,3.88,4.88,4.62,4.25,4.38,3.5,4.25,2.88,3.5,3.5,3.0,3.62,2.88,4.75,4.62,3.75,2.62,2.62,2.38,3.75,2.38,1.62,3.62,1.75,4.0,4.12,3.88,3.88,3.62,2.75,2.88,3.12,
17-2141.01,Fuel Cell Engineers,4.62,4.0,4.0,3.75,3.88,3.88,4.12,3.75,3.12,3.75,3.12,3.12,3.12,2.88,3.25,2.88,3.5,3.12,3.25,2.5,0.88,2.0,3.5,2.88,2.25,3.12,2.75,3.12,3.88,4.0,4.0,3.5,1.88,2.88,3.12,
17-2141.02,Automotive Engineers,4.75,3.75,4.0,3.88,5.0,4.12,4.5,4.62,3.25,4.0,2.88,3.75,3.25,2.75,3.88,2.5,4.38,4.25,3.62,2.12,0.0,3.0,3.25,2.38,0.0,2.75,0.0,3.75,4.38,4.0,4.25,3.0,2.25,2.12,3.25,
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",4.75,4.0,4.25,4.12,4.62,4.0,4.5,4.12,3.38,4.5,3.25,3.75,3.38,3.25,3.5,2.62,4.38,4.12,2.88,2.5,0.0,3.0,3.38,2.0,0.0,1.88,0.0,3.5,4.62,4.0,4.25,3.88,3.75,3.25,3.62,
17-2161.00,Nuclear Engineers,4.75,4.38,4.62,4.0,4.25,4.38,4.75,4.12,3.25,4.0,3.38,3.62,3.0,3.0,3.12,2.88,4.38,4.62,2.75,1.0,0.0,1.12,4.0,2.12,1.0,2.88,1.0,3.5,3.88,3.88,3.88,3.5,1.88,2.25,3.0,
17-2171.00,Petroleum Engineers,4.75,4.0,4.25,4.0,4.0,4.0,4.38,3.88,3.0,3.88,3.62,3.75,3.12,3.38,3.0,3.0,4.12,1.75,2.25,1.0,0.88,1.12,3.12,2.0,0.25,2.0,0.0,2.62,3.88,3.88,3.88,3.75,2.5,2.88,3.5,
17-2199.03,"Energy Engineers, Except Wind and Solar",4.75,4.0,4.12,4.0,4.12,4.38,4.12,3.88,3.0,3.88,3.5,3.38,3.0,3.0,3.0,3.0,4.0,3.88,2.12,0.25,0.0,1.25,2.75,1.88,0.0,1.62,0.0,2.5,4.0,4.0,3.75,3.38,2.25,2.38,3.0,
17-2199.05,Mechatronics Engineers,4.0,3.75,3.75,3.75,3.88,2.88,4.12,3.88,3.38,3.75,3.12,3.25,3.0,2.88,3.0,2.88,4.12,3.38,3.88,2.0,1.0,2.0,3.5,3.0,0.0,2.38,0.0,3.5,4.0,3.88,3.75,3.75,2.12,2.25,3.25,
17-2199.06,Microsystems Engineers,4.75,4.25,4.0,4.0,3.88,3.88,4.12,3.88,3.38,3.75,3.38,3.12,3.0,3.25,3.5,3.0,4.25,3.0,2.62,2.38,0.62,2.5,3.38,2.75,1.62,2.38,1.75,3.5,3.75,4.0,3.88,3.62,2.25,2.38,2.88,
17-2199.07,Photonics Engineers,5.0,4.12,4.75,4.0,4.88,4.0,4.75,5.0,3.25,3.62,2.75,3.12,2.75,2.62,3.5,2.62,4.0,3.88,3.88,3.5,0.25,2.75,3.5,3.0,2.25,3.25,3.0,4.0,4.0,4.0,3.75,3.0,1.38,2.0,2.5,
17-2199.08,Robotics Engineers,4.88,4.0,3.88,3.88,4.62,3.75,4.62,4.5,3.75,3.88,3.5,3.75,3.38,2.88,3.5,2.25,4.12,4.0,4.12,4.12,3.25,3.88,3.75,3.38,3.75,3.88,3.75,4.25,4.12,4.0,4.12,4.0,2.62,2.25,3.62,
17-2199.09,Nanosystems Engineers,5.25,3.88,4.88,4.25,5.12,4.75,4.5,5.0,3.62,4.12,3.25,3.38,3.38,3.0,3.38,2.88,4.25,4.12,3.62,3.25,0.0,2.75,2.5,2.12,2.25,2.62,2.25,3.75,3.88,3.5,3.5,3.62,2.25,2.25,3.12,
17-2199.10,Wind Energy Engineers,4.62,3.75,3.75,3.5,4.5,3.75,4.5,3.75,2.88,4.0,3.0,3.5,3.38,2.88,3.38,2.75,4.0,3.62,2.62,0.38,0.0,1.88,2.75,2.12,0.25,1.75,0.0,3.0,4.0,3.75,3.62,3.25,1.75,2.12,3.0,
17-2199.11,Solar Energy Systems Engineers,4.0,3.62,3.75,3.75,3.88,3.75,3.88,3.62,3.0,3.62,3.12,3.0,3.0,2.88,3.0,3.0,3.5,2.0,2.0,1.5,0.0,1.62,3.0,2.25,1.88,2.25,1.88,3.12,3.38,3.38,3.12,3.0,1.88,1.62,2.38,
17-3011.00,Architectural and Civil Drafters,3.81,3.38,3.31,3.31,3.81,2.0,3.69,3.13,2.94,3.31,2.88,3.12,2.56,2.44,2.88,2.5,3.25,2.94,1.0,0.56,0.0,1.44,2.06,0.56,0.0,0.62,0.0,2.81,3.31,3.12,2.94,3.0,1.37,1.31,2.75,
17-3012.00,Electrical and Electronics Drafters,3.75,3.75,3.37,3.19,3.0,1.56,3.5,3.12,2.63,2.88,2.75,2.94,2.75,2.13,2.81,2.38,3.12,3.0,1.06,0.63,0.0,1.0,1.31,0.75,0.0,0.56,0.0,1.81,2.94,3.0,2.88,2.94,0.43,0.62,2.31,1.0
17-3013.00,Mechanical Drafters,3.88,3.5,3.12,3.75,3.88,1.75,3.25,3.62,2.88,3.12,3.0,3.0,2.25,2.25,3.12,2.38,3.12,3.12,2.75,0.38,0.0,2.25,2.25,0.5,0.0,1.88,0.0,3.12,3.0,2.88,3.0,3.0,1.12,1.25,2.38,
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,3.75,3.88,3.12,3.12,3.0,3.75,4.0,3.0,2.88,3.12,3.0,2.88,2.88,2.62,3.0,2.75,3.38,2.75,1.38,2.38,1.88,1.62,3.5,2.88,3.38,3.12,3.0,3.62,3.25,3.12,3.12,3.25,1.62,1.62,2.75,
17-3022.00,Civil Engineering Technologists and Technicians,4.12,4.0,3.5,3.5,3.38,2.62,3.62,3.0,2.62,3.38,2.88,3.0,2.38,2.75,2.38,2.62,3.25,3.0,0.75,0.25,0.0,1.0,2.38,2.0,0.0,0.88,0.0,2.0,3.12,3.0,2.75,2.88,1.62,2.0,2.25,1.0
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,4.04,3.56,3.31,3.34,3.5,2.94,3.79,3.38,2.88,3.47,2.81,3.16,2.87,2.44,3.22,2.72,3.5,2.62,2.5,3.0,2.0,1.88,3.34,2.94,3.0,3.53,3.09,3.44,3.34,3.06,3.12,3.09,1.59,1.97,2.81,
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,3.88,3.38,3.38,3.12,2.88,2.88,3.75,3.0,3.0,4.0,3.12,3.0,2.25,2.0,3.0,2.38,3.12,2.25,1.12,3.0,3.12,2.0,4.0,3.62,3.88,3.88,3.75,3.88,3.12,3.0,3.0,3.0,1.25,1.38,2.88,
